medical_behavior,cb_code,cb_name,cb_desc,consumer_info,main_cpt_code,simple_complex,cb_category,main_facility,health_category_name,icd9,icd10
M,PH002,Enlarged Prostate Surgery - TURP,"The prostate is part of the male reproductive system; it produces the fluid that carries sperm and provides them with nutrition.  It is a small gland, about the size of a walnut, and is located just below the bladder next to the rectum.  The prostate gland surrounds the tube that carries urine from the bladder (urethra), so when it enlarges it can affect a man�s ability to urinate normally.
> The prostate gland frequently becomes enlarged in men as they grow older.  This is called benign prostatic hyperplasia or benign prostatic hypertrophy (BPH).  
> A prostate biopsy is needed to determine if prostate enlargement is due to cancer, but BPH is not considered a risk factor for prostate cancer.
> A transurethral resection of the prostate (TURP) is the removal of a portion of the prostate gland through a thin, lighted tube with a camera on the end (called a scope).  The scope is inserted into the opening of the urethra at the end of the penis.  A special tool will be inserted through the scope to cut away the prostate tissue.  
> There are other minimally invasive methods of destroying small amounts of prostate tissue.  These can be used as an alternative to a TURP to relieve symptoms of BPH.  Some of these procedures can be done in a physician office and involve the use of freezing, called cryosurgery, or heat to destroy the prostate tissue.   However, not all procedures are appropriate for all persons with BPH.","What should I ask my healthcare provider before having prostate surgery?
> What is my AUA symptom score and what does it mean?
> What different types of prostate surgery are available?  What are the advantages and disadvantages of each one?
> Using a shared decision-making process, looking at my age, medical history, personal preferences and other factors, what do you recommend?
> Is observation, or �watchful waiting�, an option for me?
> Do I need any special tests?  What are the benefits and risks of having the tests?  Will the tests change your treatment recommendations?  If not, is there a need for the test?
> What are my treatment options and their side effects?    
> What is the chance that I'll need a second surgery in the future? 
> What can I expect if I decide not to have this surgery? 
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> What are the possible complications, how will I feel after the surgery, and how will I have to modify my activity?  Don�t forget to make arrangements for help at home.
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",52601,Complex,Outpatient,Hospital,,600.01,N40.1
M,PP001,Psoriasis,"Psoriasis is an autoimmune disease related to rheumatoid arthritis. There are five different types of psoriasis; they are erythrodermic, guttate, inverse, pustular, and plaque.  The most common type of psoriasis is plaque psoriasis.  Plaque psoriasis is a chronic condition characterized by skin that is red, thick, and covered with patchy areas that are silver or white in color.  The patches are called scales.  What causes psoriasis is not clear, but it is thought to be an autoimmune disease (where the body attacks itself) that causes skin cells to reproduce too rapidly.  This results in a buildup of dead skin cells on the surface of the skin, causing the scales or patchy areas seen with plaque psoriasis.  
> Although psoriasis can develop anywhere on the body, some areas where it is typically seen include the knees, elbows, and torso; the scalp and nails can also be affected. 
> The symptoms of psoriasis can vary from mild (a few small spots) to severe (patches that cover large areas of skin) and go away completely for long periods of time. 
> Some people with psoriasis develop a specific type of arthritis, known as �psoriatic arthritis.�  The symptoms associated with psoriatic arthritis can range from mild to severe and can affect different joints in the body.  Mild symptoms commonly affect the joints at the end of the toes and fingers; more severe symptoms can affect the spine, especially the lower (lumbar) spine area.  
","When you contact your healthcare provider for evaluation of your psoriasis, be prepared to discuss your symptoms, how long you�ve had them, if you have had them before, and if they are progressing or changing. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, understand your treatment plan (including possible alternatives), and know about the medications that were recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).
",99213,Simple,Office,Clinic,Skin and Nail,696.1,L40.9
M,PT001,Physical Therapy - Massage and Traction,"Manual Therapy is hands-on treatments provided by a physical therapist.
> It includes manipulation of the joints and soft tissues to decrease pain, increase range of motion, and decrease swelling.
> Commonly treated areas or regions of the body include the back, hips, knees, wrists, and shoulders.
> These techniques also work to relax muscles and improve the mobility of joints and soft tissue.","> Before your appointment, you should make a list of your questions/concerns/symptoms; your medications (including over-the-counter); and what makes your symptoms better or worse.
> During your appointment, ask what might be causing the pain, when you may start to see improvement, if you should exercise or modify your activity, what the follow-up plans are, and what symptoms you should report before your next appointment.
> After your appointment, you should understand your treatment plan and know how to do recommended home exercises. 
",97140,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",,
M,PT002,Physical Therapy - Exercises,"These exercises are specifically designed to help increase strength, endurance, range of motion, and flexibility.
> A physical therapist can prescribe these exercises and teach you the proper way to do them; but does involve hands-on therapy.
> Commonly treated areas or regions of the body include the back, hips, knees, wrists, and shoulders. 
","> Before your appointment, you should make a list of your questions/concerns/symptoms; your medications (including over-the-counter); and what makes your symptoms better or worse.
> During your appointment, ask what might be causing the pain, when you may start to see improvement, if you should exercise or modify your activity, what the follow-up plans are, and what symptoms you should report before your next appointment.
> After your appointment, you should understand your treatment plan and know how to do recommended home exercises. 
",97110,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",,
M,PT003,Physical Therapy - Nerve and Muscle Retraining,"These exercises are specifically designed to improve movement, balance, coordination, and posture by retraining the muscles and nerves. 
> These exercises are often recommend after a stroke or brain injury to teach the muscles and nerves how to work again.
> Commonly treated areas or regions of the body include the back, hips, knees, wrists, and shoulders. 
> A physical therapist can prescribe these exercises and teach you the proper way to do them; but does involve hands-on therapy. ","> Before your appointment, you should make a list of your questions/concerns/symptoms; your medications (including over-the-counter); and what makes your symptoms better or worse.
> During your appointment, ask what might be causing the pain, when you may start to see improvement, if you should exercise or modify your activity, what the follow-up plans are, and what symptoms you should report before your next appointment.
> After your appointment, you should understand your treatment plan and know how to do recommended home exercises. 
",97112,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",,
M,PT004,Physical Therapy - Functional Activities,"This is the use of specific everyday actions such as lifting, pulling, and bending to improve your daily functioning. 
> These are often recommended to increase your ability to perform activities of daily living (ADL).
> A physical therapist can prescribe these exercises and teach you the proper way to do them; but does involve hands-on therapy. 
> Commonly treated areas or regions of the body include the back, hips, knees, wrists, and shoulders. 
","> Before your appointment, you should make a list of your questions/concerns/symptoms; your medications (including over-the-counter); and what makes your symptoms better or worse.
> During your appointment, ask what might be causing the pain, when you may start to see improvement, if you should exercise or modify your activity, what the follow-up plans are, and what symptoms you should report before your next appointment.
> After your appointment, you should understand your treatment plan and know how to do recommended home exercises. 
",97530,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",,
M,RA001,Rheumatoid Arthritis,"Rheumatoid arthritis (RA) is an autoimmune disorder, which occurs when the body's immune system reacts against its own tissues.  This results in inflammation and damage of the tissues in and around the joints.  RA is a very different condition than the more common osteoarthritis.  It can be accompanied by other medical conditions caused by the same autoimmune reaction.  The inflammation associated with RA can cause significant pain, deformity, and disability.  Although the exact cause of RA is not known, risk for developing the condition is increased by such factors as:
> age (risk increases with age)
> sex (females have an increased risk)
> genetics (presence of certain genetic markers)
If someone is at increased risk for RA (e.g., has certain genetic markers) then certain triggers, such as an infection, may trigger the development of the condition.
","The outcome for people diagnoses with rheumatoid arthritis depends on how severe the symptoms are and how well the disease is controlled.  In time, other body systems can also be affected and lead to, among others:
> lung and heart problems 
> osteoporosis (loss of bone)
> eye problems (especially dry eyes)
> hepatitis (inflammation in the liver)
> ulcers of the skin
> depression and anxiety
In order to prevent these complications it is important that you follow your healthcare provider�s instructions and keep your RA symptoms under control.  The medications prescribed for rheumatoid arthritis can have significant side effects that may affect your recovery.  It is important to remember that treatment is usually prescribed when it is felt that the benefits will significantly outweigh the risks.
",99214,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",714,M05.40
M,RA002,Osteoarthritis - Office Visit,"Osteoarthritis is a condition that most commonly affects the joints of older people.  Joints are the areas of the body where moving bones meet.  Although the exact cause of osteoarthritis is not known, risk for developing the condition is increased by:
> age (risk increases with age)
> sex (females have an increased risk)
> being overweight
> having a joint injury or a birth defect of the joints

Osteoarthritis, also known as degenerative joint disease, is a form of arthritis that affects the entire joint. It especially affects the tough rubbery tissue that protects and cushions the bones (cartilage).  
> Osteoarthritis is the most common form of arthritis. It is one of the leading causes of disability in older adults. ","If you believe you have osteoarthritis, you should see your healthcare provider.
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects). ",99213,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",716.96,M12.9 
M,RD001,Retinal Detachment Repair,"he retina is a clear tissue located in the back in the eye.  Its function is to help you see the images that have passed through the eye�s cornea and lens.  The retina can become loose when the retina has a tear or hole in it.  This weakness allows eye fluids to leak out and force the retina away from the structures that support it.  Some other causes of a retinal detachment are injury, severe nearsightedness, diabetes that is not well controlled, previous surgery on the retina, and chronic swelling in the eye.
> A detached retina can lead to bleeding in the eye and impaired vision or blindness. Sudden loss of vision should be treated as an emergency.
> This care path is for the repair of a simple retinal detachment done in an eye doctor�s office.  If the detachment is severe, the repair may need to be done in an operating room. ","What should I ask my healthcare provider before having a detached retina repair?
> What is my diagnosis and reason for the surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity. You may need to make arrangements for transportation to and from the office and help at home.
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including eye drops, medications, and side effects) and follow-up plans.",67110,Complex,Office,Clinic,Eye,361.01,H33.019
M,RT001,Radiation Treatment Delivery - Low Intensity,"The intent of radiation therapy is to use high-energy rays to kill cancer cells or keep them from growing and dividing.  It can also be used to control pain. 
> The radiation energy level is measured in megaelectronvolts (MeV).   
> Radiation is a successful treatment for many types of cancer. 
","> Before your radiation therapy, make a list of any questions/concerns/symptoms you have and verify which medications you should take before the treatment.  Ask about possible complications, how you may feel afterwards, and if you should modify your activity. Make sure you understand all instructions.
> After your radiation therapy, you should know what symptoms should be reported to your healthcare provider before you next appointment. You should also understand all home care instructions (including medications and side effects) and follow-up plans. 
",77413,Simple,Outpatient,Clinic,Cancer,,
M,RT002,Radiation Treatment Delivery - Medium Intensity,"The intent of radiation therapy is to use high-energy rays to kill cancer cells or keep them from growing and dividing. It can also be used to control pain.
> The radiation energy level is measured in megaelectronvolts (MeV).   
> Radiation is a successful treatment for many types of cancer. ","> Before your radiation therapy, make a list of any questions/concerns/symptoms you have and verify which medications you should take before the treatment.  Ask about possible complications, how you may feel afterwards, and if you should modify your activity. Make sure you understand all instructions.
> After your radiation therapy, you should know what symptoms should be reported to your healthcare provider before you next appointment. You should also understand all home care instructions (including medications and side effects) and follow-up plans. 
",77414,Simple,Outpatient,Clinic,Cancer,,
M,RT003,Radiation Treatment Delivery - Varied Intensity,"Radiation therapy uses high-energy rays to kill cancer cells or keep them from growing and dividing. It can also be used to control pain. 
> The radiation energy level is measured in megaelectronvolts (MeV).   
> In intensity-modulated radiation therapy (IMRT) the intensity of the beam is varied to conform to the shape of the target tissue or organ. The aim is to limit damage to surrounding healthy tissues, while effectively treating the cancer. 
> IMRT is a valuable technique for treating some tumors, but adds little value in the treatment of others.","> Before your radiation therapy, make a list of any questions/concerns/symptoms you have and verify which medications you should take before the treatment.  Ask about possible complications, how you may feel afterwards, and if you should modify your activity. Make sure you understand all instructions.
> After your radiation therapy, you should know what symptoms should be reported to your healthcare provider before you next appointment. You should also understand all home care instructions (including medications and side effects) and follow-up plans. 
",77418,Simple,Outpatient,Clinic,Cancer,,
M,RW001,Ringworm,"Ringworm is a skin infection caused by a fungus.  These infections are due to one of the �tinea� fungi; the specific name is determined by the body part affected.  
> Tinea barbae is ringworm of the beard.  It is also called �barber�s itch.�  
> Tinea corporis is ringworm of the exposed areas of the body.
> Tinea pedis is ringworm of the feet.  It is also called �athlete�s foot.�
> Tinea cruris is ringworm of the groin.  It is also called �jock itch.�  
> Tinea capitis is ringworm of the scalp.  
Ringworm usually occurs in warm, moist places on the body.  The risk of catching ringworm increases if you sweat a lot; are wet for long periods; or you have an injury to your skin, scalp, or nails.
> Although children are more prone to ringworm, it can affect anyone.  
> More than one area of the body can be affected at the same time.  
","While ringworm can go away with self-care, there may be times you need to see a healthcare provider for further treatment.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).
",99213,Simple,Office,Clinic,Skin and Nail,110.9,B35.9
M,SA001,Sleep Apnea,"Obstructive sleep apnea is a condition in which your airway becomes narrowed or blocked during sleep, causing your breathing to either stop (apnea) or slow down (hypopnea).  The loud snoring associated with obstructive sleep apnea is the result of air trying to pass through the narrowed airway.
> When you sleep, all of the muscles in your body relax.  If you already have a narrow airway, it can partially or completely close when the muscles keeping it open are relaxed.  
> Some other causes of obstructive sleep apnea can include having certain jaw and airway shapes, a large neck or tongue, and being overweight.  Children with large adenoids and/or tonsils can also have obstructive sleep apnea.","You should contact your healthcare provider if you, or your family, note that you have symptoms of obstructive sleep apnea.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your doctor refers you to a sleep laboratory for a sleep study, ask why testing cannot be done at home.
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).",95811,Simple,Office,Clinic,Breathing and Lungs,327.23,G47.33
M,SC001,Scabies,"Scabies is a contagious skin infection caused by tiny mites called Sarcoptes scabiei.  The mites burrow under the skin and cause sores and intense itching.  
> The adult female burrows into the top layer of skin to lay eggs.  When the eggs hatch, the young mites live on the surface of the skin.  Once the females mature, they burrow under the skin to repeat the cycle. 
> Norwegian scabies, also known as crusted scabies, is a severe form of scabies in which thousands of mites are present. 
","Make an appointment with your healthcare provider if you have been in close contact with someone that has scabies or you have symptoms of scabies.
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; medications (including over-the-counter); and any questions or concerns you want to discuss.  You should also note if you have been in contact with someone that has scabies.  
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.  Ask if family members also need to be treated.  
> After your appointment, you should know your diagnosis.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects). 
",99213,Simple,Office,Clinic,Skin and Nail,133,B86
M,SH001,Shingles,"Shingles, also known as herpes zoster, is caused by the varicella-zoster virus, the same virus that causes chickenpox.  Once you have had chickenpox, the virus remains inactive on some of the nerves in your body.  When the virus becomes active many years later, the rash and other symptoms associated with shingles occurs.  
> It is not known exactly why the virus becomes active again, but some of the potential reasons include stress, age (> 60 years), having had chickenpox before the age of 1, and a weakened immune system.  
> Shingles is usually diagnosed by physical examination and medical history.  Tests are rarely needed.","You should contact your healthcare provider if you have symptoms of shingles.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).",99213,Simple,Office,Clinic,Skin and Nail,53.9,B02.9
M,SI001,Sinusitis - Acute,"Sinus openings can become blocked, which can lead to inflammation or infection; this is known as sinusitis.
> The sinuses are air-filled spaces that are lined with mucus membranes.  They are located behind the forehead, nasal bones, cheeks, and eyes.  
> Normally mucus can drain from the sinuses and air is able to flow freely.","Make an appointment with your healthcare provider if you are having symptoms of sinusitis.
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need (such as CT scan or MRI of the sinuses), the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects).
> If your doctor prescribes antibiotics, ask why he thinks your sinus infection is caused by a bacteria.
> If your doctor prescribes medication, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication from the lowest available tier on your PDL.",31231,Complex,Office,Clinic,"Ear, Nose and Throat",461.9,J01.90
M,SI002,Sinus Endoscopy with Biopsy,"A nasal endoscopy is an examination of the inside of the nose and sinuses by placing a lighted  tube into the nose.  As part of the examination, any unusual tissue or polyps are removed and sent to the lab for further study (biopsy).  Your healthcare provider may recommend a nasal endoscopy with biopsy if he or she suspects you may have certain conditions involving the nasal cavity and sinuses or if you have obstructed nasal breathing that have not responded to conservative treatments.
> The sinuses are air-filled spaces that are lined with mucus membranes.  They are located behind the forehead, nasal bones, cheeks, and eyes.  
> Normally mucus can drain from the sinuses so air can flow freely.  Occasionally, swelling or growths, such as polyps, can block the nasal passages.  This stops the mucus from draining out and the air from flowing freely.","What should I ask my healthcare provider before having a nasal endoscopy with biopsy?
> What is my diagnosis and reason for the surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity.  Don�t forget to make arrangements for transportation to and from the facility and help at home.
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",31237,Complex,Outpatient,Free Standing Surgery Center,"Ear, Nose and Throat",473.9,J32.9
M,SI003,Nasal Turbinate Excision,"The turbinates are three long, narrow, and curled bones covered with mucous membrane that extend into the breathing passage of the nose.  The septum is the bone in the center of the nose that divides the left from the right side.
> There are three turbinates on each side of the nose; they are called the inferior, middle, and superior turbinates.  The job of the turbinates is to clean, warm, and moisturize the air that you breathe in.
> A nasal turbinate excision is surgery to open up the airways in the nose by removing part of one of the nasal turbinate bones.  It is often performed with a procedure to straighten the separation between the left and right nostrils (septoplasty).  
> A septoplasty is done when the septum blocks the airway.  This is called a deviated septum.
This care path includes the costs of a nasal turbinate excision performed with a septoplasty.  ","What should I ask my healthcare provider before having a nasal turbinate excision and septoplasty?
> Can my symptoms be controlled with medications?  If so, are their Tier 1 or Tier 2 medications on my Prescription Drug List that I should take?
> What is my diagnosis and reason for the surgery? Do I need both a turbinate excision and septoplasty?
> What are my treatment options?  Are there more conservative non-surgical treatment options for me? 
> What are the benefits and risks of this surgery?
> What type of anesthesia will I have?  What are the risks and benefits of each?
> Will I have any activity restrictions?  For how long? 
> What symptoms are normal after the procedure?  When should I be concerned? 
> How long after surgery should I follow up with you?
> What is your success record with this type of procedure?  How many of your patients have needed follow up surgery because their symptoms have recurred?
> How many turbinate resections with our without septoplasty have you done?  How many of your patients have had serious complications that required a hospital stay?",30140,Complex,Outpatient,Hospital,"Ear, Nose and Throat",461.9,J01.91
M,SN001,Stuffy Nose,"A stuffy nose, also called nasal congestion, is a symptom that occurs when the inside of the nose swells or there is nasal congestion.  This can be due to a cold, allergies, sinus infection, flu, or other viral conditions.  
> A person may have thin or thick mucus that contributes to the stuffy feeling.","While most stuffy noses go away on their own with patience and self-care, there may be times you need to see a healthcare provider for further care.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects).
> If your healthcare provider prescribes an antibiotic, ask why they think your stuffy nose is caused by a bacterial infection.
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your PDL.",99213,Simple,Office,Clinic,"Ear, Nose and Throat",460,J00
M,SP001,Shoulder Pain,"Shoulder pain may be caused by overuse, injury, degenerative changes, inflammation, or infection in the shoulder joint.  The shoulder joint is a ball-and-socket joint that is made up of bones, muscles, tendons, ligaments, and cartilage.  The ball is the head of the top arm bone (humerus) and the socket is a part of the shoulder blade (scapula) that is called the glenoid.  On the outside edge of the socket there is a rim of cartilage called the labrum, which helps make the socket deeper and keep the humerus in place.  The humerus is also held in place by the rotator cuff, which is made of four muscles and tendons.  
> The shoulder is a complex joint that is made up of three separate joints (the glenohumeral joint, the acromioclavicular joint, and the sternoclavicular joint).  These three joints work together and allow for more range of motion than any other joint in the body.  
> The glenohumeral joint is what most people think of as ""the shoulder joint�.  Problems with the glenohumeral and acromioclavicular joints are most frequently associated with shoulder pain.
> The structure and functions of the shoulder make it prone to injury or pain. 
","Contact your healthcare provider if you have shoulder pain that is not responding to a home program or your symptoms are severe.  Be prepared to discuss your symptoms and how long you have had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms to report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask if there is an appropriate medication on the lowest available tier of your PDL.",99213,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",719.41,M25.519 
M,SP002,Shoulder Arthroscopy with Labrum Repair,"Shoulder arthroscopy is a surgical procedure that uses small medical instruments and a camera to examine the shoulder joint to diagnose and treat certain problems, such as a torn cartilage (labrum).  The instruments are inserted into the shoulder joint through small incisions made in different areas of the shoulder.
> The shoulder joint is a ball-and-socket joint.  The ball is the head of the arm bone (humerus) and the socket is a part of the shoulder blade (scapula) that is called the glenoid.  On the outside edge of the socket there is a rim of cartilage called the labrum, which helps make the socket deeper and keep the humerus in place. There are several types of labral tears that can occur.  A tear in the uppermost portion of this cartilage is called a Superior Labrum Anterior and Posterior, or SLAP lesion.  It can cause shoulder pain with overhead activities, a feeling of instability in the shoulder, and a clicking or catching sensation in the shoulder. 
> A labrum repair can be performed during a shoulder arthroscopy.  However, not all torn labrums require surgery.  The decision on whether to have surgery depends on the many factors including the type and size of the tear, the degree of pain, the response to non-operative  treatment, age, activity level, degree of instability, and condition of the other structures in the shoulder.","What should I ask my healthcare provider before having a shoulder arthroscopy and labral lesion repair?
> What is my diagnosis and reason for the surgery?  
> Is non-surgical treatment an option?  If so, what kind? What are the pros and cons of surgery?  What if I prefer non-surgical treatment?  How long should I try non-surgical treatment before revisiting the option of surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> How long is the period of rehabilitation likely to be?

Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity. Don�t forget to make arrangements for transportation to and from the facility and help at home.

After your surgery, you should know what you had done, what medication was given, and what symptoms to report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",29807,Complex,Outpatient,Free Standing Surgery Center,"Bones, Joints, Muscles and Spine",840.7,S43.439A
