cb_code,cb_step_code,cb_step_name,cb_step_desc,service_category,provider_type,icd9,icd10
RT002,RT002_1,Radiation Treatment Delivery - Medium Intensity,The use of high-energy rays to kill cancer cells in a specific area of the body,Radiology,F,,
RT003,RT003_1,Radiation Treatment Delivery - Varied Intensity,The use of high-energy rays to kill cancer cells in a specific area of the body,Radiology,F,,
RW001,RW001_1,Office Visit,A visit with a primary care physician to evaluate your ringworm and determine the best course of treatment,Office ,P,110.9,B35.9
SA001,SA001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your sleep apnea,Office ,P,327.23,G47.33
SA001,SA001_2,Sleep Study With CPAP,A study to assess the quality of your sleep while you wear a mask that delivers pressurized air to keep your airways open,Office ,P,327.23,G47.33
SA001,SA001_3,Follow-up Office Visit,A doctor checkup after your test,Office ,P,327.23,G47.33
SC001,SC001_1,Office Visit,A visit with a primary care physician to evaluate your symptoms of scabies and determine the best course of treatment ,Office ,P,133,B86
SH001,SH001_1,Office Visit,A visit with a primary care physician to evaluate your shingle symptoms and determine the best course of treatment,Office ,P,53.9,B02.9
SI001,SI001_1,Office Visit with Specialist for Evaluation,A visit with a physician for a moderate problem,Office ,P,461.9,J01.90
SI001,SI001_2,Sinus Endoscopy- Evaluation of Sinuses,An internal examination of the sinuses using a lighted scope inserted into the nose.,Office ,P,461.9,J01.90
SI001,SI001_3,Follow-up Office Visit,A doctor checkup after your procedure,Office ,P,461.9,J01.90
SI002,SI002_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your sinus problems,Office ,P,473.9,J32.9
SI002,SI002_2,CT Scan Without Dye - Maxillofacial - Face,"Special x-ray images of your mouth, jaw, and surrounding area",Radiology,F,473.9,J32.9
SI002,SI002_3,Nasal Endoscopy with Biopsy,An internal examination of the sinuses with removal of tissue or polyps for testing,Outpatient,F,473.9,J32.9
SI002,SI002_4,Follow-up Office Visit,A doctor checkup after your procedure,Office ,P,473.9,J32.9
SI003,SI003_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your nose problems,Office ,P,461.9,J01.91
SI003,SI003_2,CT Scan Without Dye - Maxillofacial - Face,"Special x-ray images of your mouth, jaw, and surrounding area",Radiology,F,461.9,J01.91
SI003,SI003_3,Nasal Turbinate Excision - Inferior,The removal of a piece of a bone inside the nose,Outpatient,F,461.9,J01.91
SI003,SI003_4,Follow-up Office Visit,A doctor checkup after your procedure,Office ,P,461.9,J01.91
SN001,SN001_1,Office Visit,A visit with a primary care physician to evaluate your stuffy nose and determine the best course of treatment.,Office ,P,460,J00
SP001,SP001_1,Office Visit,A visit with a primary care physician to evaluate your shoulder pain and determine the best course of treatment,Office ,P,719.41,M25.519 
SP001,SP001_2,Outpatient Physical Therapy/Rehabilitation,An exercise program guided by a professional who understands the special needs of people with shoulder pain,Physical Therapy,F,719.41,M25.519 
SP001,SP001_3,Office Visit,Two follow-up visits with a primary care physician to evaluate your shoulder pain ,Office ,P,719.41,M25.519 
SP002,SP002_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your back pain,Office ,P,840.7,S43.439A
SP002,SP002_2,MRI Scan Without Dye - Upper Extremity  - Arm,An imaging process that uses magnets to create detailed pictures of structures in your arm,Radiology,F,840.7,S43.439A
SP002,SP002_3,Shoulder Arthroscopy with SLAP Lesion Repair,Surgery that repairs a SLAP lesion in the shoulder,Outpatient,F,840.7,S43.439A
SP002,SP002_4,Outpatient Physical Therapy,An exercise program guided by a professional who understands the special needs of people recovering from shoulder surgery,Physical Therapy,F,840.7,S43.439A
SP002,SP002_5,Follow-up Office Visit,Two follow up office visits after you have left the hospital,Office ,P,840.7,S43.439A
SP003,SP003_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your back pain,Office ,P,840.4,S43.429A
SP003,SP003_2,MRI Scan Without Dye - Upper Extremity  - Arm,An imaging process that uses magnets to create detailed pictures of structures in your arm,Radiology,F,840.4,S43.429A
SP003,SP003_3,Shoulder Arthroscopy with Rotator Cuff Repair,Surgery that repairs a tear in the shoulder rotator cuff,Outpatient,F,840.4,S43.429A
SP003,SP003_4,Outpatient Physical Therapy,An exercise program guided by a professional who understands the special needs of people recovering from shoulder surgery,Physical Therapy,F,840.4,S43.429A
SP003,SP003_5,Follow-up Office Visit,Two follow up office visits after you have left the hospital,Office ,P,840.4,S43.429A
SS001,SS001_1,Sleep Study,A study to assess how long and well you sleep,Office ,P,327.23,G47.33
SS002,SS002_1,Sleep Study With CPAP,A study to assess the quality of your sleep while you wear a mask that delivers pressurized air to keep your airways open,Office ,P,327.23,G47.33
SS003,SS003_1,Sleep Study at Home,A study performed at home to assess how long and well you sleep,Office ,P,327.23,G47.33
ST001,ST001_1,Office Visit,A visit with a primary care physician to evaluate your sore throat and determine the best course of treatment.,Office ,P,462,J02.9
ST002,ST002_1,Office Visit,A visit with a primary care physician to evaluate your laryngitis and determine the best course of treatment.,Office ,P,464,J04.0
ST003,ST003_1,Laryngoscopy - Diagnostic,The examination of the back of the throat and larynx using a laryngoscope,Office ,P,464,J04.0
ST003,ST003_2,Follow-up Office Visit,A doctor checkup after your procedure,Office ,P,464,J04.0
SZ001,SZ001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your seizures,Office ,P,345.9,G40.909
SZ001,SZ001_2,Seizure Management,The inpatient treatment of seizures,Inpatient,F,345.9,G40.909
SZ001,SZ001_3,CT Scan Without Dye - Head or Brain,Special x-ray images of structure in your head or brain ,Radiology,F,345.9,G40.909
SZ001,SZ001_4,Follow-up Office Visit,Two follow up office visits after you have left the hospital,Office ,P,345.9,G40.909
TH001,TH001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,71515,M16.10
TH001,TH001_2,Total Hip Replacement (THR),Surgery to replace a diseased or damaged hip joint with manmade parts,Inpatient,F,71515,M16.10
TH001,TH001_3,Outpatient Physical Therapy/Rehabilitation,A guided exercise program to reduce stiffness and improve range of motion in the hip,Physical Therapy,F,71515,M16.10
TH001,TH001_4,Follow-up Office Visit,Two follow up office visits after you have left the hospital,Office ,P,71515,M16.10
TJ001,TJ001_1,Office Visit,A visit with a primary care physician to evaluate your symptoms and determine the best course of treatment.,Office ,P,524.6,M26.60
TJ001,TJ001_2,Panoramic X-ray,An x-ray of the entire jaw,Radiology,F,524.6,M26.60
TK001,TK001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,71516,M17.10
TK001,TK001_2,Total Knee Replacement (TKR),Surgery to replace a diseased or damaged knee joint with manmade parts,Inpatient,F,71516,M17.10
TK001,TK001_3,Outpatient Physical Therapy/Rehabilitation,A guided exercise program to reduce stiffness and improve range of motion in the knee,Physical Therapy,F,71516,M17.10
TK001,TK001_4,Follow-up Office Visit,Two follow up office visits after you have left the hospital,Office ,P,71516,M17.10
TR001,TR001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,474.11,J35.1
TR001,TR001_2,Tonsillectomy - Removal of Tonsil,"The removal of the tonsils, which are located in the back of the throat",Outpatient,F,474.11,J35.1
TR001,TR001_3,Follow-up Office Visit,A doctor checkup after your procedure,Clinic,P,474.11,J35.1
TR002,TR002_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,474.1,J35.3 
TR002,TR002_2,Adenoidectomy and Tonsillectomy - Removal of Adenoids and Tonsils,"The removal of the adenoids and tonsils, which are located above the mouth and on the sides of the throat",Outpatient,F,474.1,J35.3 
TR002,TR002_3,Follow-up Office Visit,A follow up office visit after you have left the hospital,Office ,P,474.1,J35.3 
UE001,UE001_1,Upper Endoscopy (Physician Services),"An internal examination of the esophagus, stomach, and upper small intestine",Outpatient,P,,
UE001,UE001_2,Upper Endoscopy (Facility Services),"An internal examination of the esophagus, stomach, and upper small intestine",Outpatient,F,,
UE002,UE002_1,Upper Endoscopy with Biopsy (Physician Services),"An internal examination of the esophagus, stomach, and upper small intestine with removal of tissue for testing",Outpatient,P,,
UE002,UE002_2,Upper Endoscopy with Biopsy (Facility Services),"An internal examination of the esophagus, stomach, and upper small intestine with removal of tissue for testing",Outpatient,F,,
UE003,UE003_1,Upper Endoscopy with Dilation (Physician Services),An internal examination and dilation (stretching) of a narrow area of the esophagus,Outpatient,P,,
UE003,UE003_2,Upper Endoscopy with Dilation (Facility Services),An internal examination and dilation (stretching) of a narrow area of the esophagus,Outpatient,F,,
UE004,UE004_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,574.2,K80.20
UE004,UE004_2,Endoscopic Retrograde Cholangiopancreatography,"An internal examination of gastrointestinal and biliary tract (stomach, common bile duct and gallbladder)",Outpatient,F,574.2,K80.20
UE004,UE004_3,Follow-up Office Visit,A doctor checkup after your procedure,Clinic,P,574.2,K80.20
US001,US001_1,Ultrasound - Abdomen,An imaging process that uses sound waves to create pictures of the organs and other structures in the abdomen,Radiology,F,,
US002,US002_1,Ultrasound - Breasts,An imaging process that uses sound waves to create pictures of the structures in the breasts,Radiology,F,,
US003,US003_1,Ultrasound - Pelvic - via Abdominal Wall,An imaging process that uses sound waves to create pictures of the organs and other structures in your lower abdomen,Radiology,F,,
US004,US004_1,Ultrasound - Rear of Abdomen,An imaging process that uses sound waves to create pictures of the organs and other structures in the rear of your upper abdomen,Radiology,F,,
US005,US005_1,Ultrasound - Pregnancy,An imaging process that uses sound waves to create detailed pictures of your baby and your uterus ,Radiology,F,,
US006,US006_1,Ultrasound - Pelvic - via Vagina,An imaging process that uses sound waves sent by a probe inserted in the vagina to create detailed images of your reproductive organs,Radiology,F,,
US007,US007_1,Ultrasound - Arm or Leg,,Radiology,F,,
US008,US008_1,Ultrasound - Brain,,Radiology,F,,
US009,US009_1,Ultrasound with 1 and 2 Dimensional Scans - Eye ,,Radiology,F,,
US010,US010_1,Ultrasound with 1 Dimensional Scan - Eye ,,Radiology,F,,
US011,US011_1,Ultrasound with 2 Dimensional Scan - Eye ,,Radiology,F,,
US012,US012_1,Ultrasound with 2 Dimensional Scan and Water Bath - Eye ,,Radiology,F,,
US013,US013_1,Ultrasound with Measurement of Corneal Thickness - Eye ,,Radiology,F,,
US014,US014_1,Ultrasound with Lens Calculation - Eye ,,Radiology,F,,
US015,US015_1,Ultrasound - Neck Soft Tissues,,Radiology,F,,
US016,US016_1,Ultrasound - Chest Soft Tissues,,Radiology,F,,
US017,US017_1,Ultrasound - Abdomen - Limited or Follow-Up Exam,,Radiology,F,,
US018,US018_1,Ultrasound - Pregnant Uterus Less than 14 Weeks,,Radiology,F,,
US019,US019_1,Ultrasound - Pregnant Uterus Greater than 14 Weeks,,Radiology,F,,
US020,US020_1,Ultrasound - Pregnant Uterus With Fetal Measurements,,Radiology,F,,
US021,US021_1,Ultrasound - Pregnant Uterus - Limited Exam,,Radiology,F,,
US022,US022_1,Ultrasound - Pregnant Uterus - Follow-Up Exam,,Radiology,F,,
US023,US023_1,Ultrasound - Pregnant Uterus - Via Vagina,,Radiology,F,,
US024,US024_1,Ultrasound - Pregnant Uterus - Umbilical Artery,,Radiology,F,,
US025,US025_1,Ultrasound - Pregnant Uterus - Fetal Heart Exam,,Radiology,F,,
US026,US026_1,Ultrasound - Pregnant Uterus - Fetal Heart Follow-Up Exam,,Radiology,F,,
US027,US027_1,Ultrasound - Pregnant Uterus - Fetal Heart Doppler Exam,,Radiology,F,,
US028,US028_1,Ultrasound - Pregnant Uterus - Fetal Heart Doppler Follow-Up Exam,,Radiology,F,,
US029,US029_1,Ultrasound - Saline Sonohysterography,,Radiology,F,,
US030,US030_1,Ultrasound - Scrotum,,Radiology,F,,
US031,US031_1,Ultrasound - Transrectal,,Radiology,F,,
US032,US032_1,Ultrasound - Extremity - Limited Exam,,Radiology,F,,
US033,US033_1,Ultrasound - Infants Hips,,Radiology,F,,
US034,US034_1,Ultrasound - Bone Density of Extremity,,Radiology,F,,
VA001,VA001_1,"Influenza Vaccine - Adult
(Flu Shot)",The administration of a vaccine to prevent you from getting the flu,Office ,P,V04.81,Z23
VA002,VA002_1,"Influenza Vaccine - Child
(Flu Shot)",The administration of a vaccine to prevent your child from getting the flu,Office ,P,V04.81,Z23
VA003,VA003_1,Human Papilloma Virus (HPV) Vaccine,The administration of a vaccine to protect you from the Human Papilloma Virus (HPV) and cervical cancer,Office ,P,V04.89,Z23 
VA004,VA004_1,Shingles Vaccine,The administration of a vaccine to prevent you from getting the shingles,Office ,P,V05.8,Z23 
VA005,VA005_1,Pneumonia  Vaccine,The administration of a vaccine to prevent your child from getting an infection with the streptococcus pneumoniae bacteria,Office ,P,V03.82,Z23 
VA006,VA006_1,Hepatitis A Vaccine - Child,The administration of a vaccine to prevent your child from getting hepatitis A,Office ,P,V05.3,Z23 
VA007,VA007_1,Hepatitis A Vaccine - Adult,The administration of a vaccine to prevent you from getting hepatitis A,Office ,P,V05.3,Z23 
VA008,VA008_1,Hepatitis B Vaccine - Child,The administration of a vaccine to prevent your child from getting hepatitis B,Office ,P,V05.3,Z23 
VA009,VA009_1,Hepatitis B Vaccine - Adult,The administration of a vaccine to prevent you from getting hepatitis B,Office ,P,V05.3,Z23 
VA010,VA010_1,"Measles, Mumps, Rubella (MMR) Vaccine","The administration of a vaccine to prevent you from getting measles, mumps, or rubella",Office ,P,V06.4,Z23 
VA011,VA011_1,Chickenpox Vaccine,The administration of a vaccine to prevent your child from getting chickenpox,Office ,P,V05.4,Z23 
VA012,VA012_1,"Diphtheria, Tetanus, Pertussis  (DTaP) Vaccine","The administration of a vaccine to prevent your child from getting diphtheria, tetanus, or pertussis",Office ,P,V06.1,Z23 
VA013,VA013_1,Hib Vaccine,The administration of a vaccine to prevent your child from getting a haemophilus influenza type B infection,Office ,P,V03.81,Z23 
VA014,VA014_1,Meningitis Vaccine,The administration of a vaccine to prevent your or your child from getting bacterial meningitis,Office ,P,V03.89,Z23 
VA015,VA015_1,Polio Vaccine,The administration of a vaccine to prevent your child from getting poliomyelitis,Office ,P,V04.0,Z23 
VA016,VA016_1,Rotavirus Vaccine,The administration of a vaccine to prevent your child from getting rotavirus,Office ,P,C04.89,Z23 
VA017,VA017_1,"Tetanus, Diphtheria, Pertussis Vaccine","The administration of a vaccine to prevent you or your child from getting tetanus, diphtheria, or pertussis",Office ,P,V06.1,Z23 
VA018,VA018_1,Tetanus and Diphtheria Vaccine,The administration of a vaccine to prevent you or your child from getting tetanus or diphtheria,Office ,P,V06.5,Z23 
VA019,VA019_1,"Influenza Vaccine - Adult
(Flu Shot)",The administration of a vaccine to prevent you from getting the flu,Clinic,F,V04.81,Z23 
VH001,VH001_1,Office Visit with Specialist for Evaluation,Two visits with a specialist for a detailed evaluation and treatment of your hepatitis B,Office ,P,70.32,B18.1 
VY001,VY001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,V25.2,Z30.2 
VY001,VY001_2,Vasectomy,The cutting of the tube in the scrotum that carries sperm to the urethra,Office ,P,V25.2,Z30.2 
VY001,VY001_3,Follow-up Office Visit,"A checkup, including sperm analysis, after your procedure",Office ,P,V25.2,Z30.2 
WS001,WS001_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,354,G56.00
WS001,WS001_2,Nerve Conduction Studies ,Special tests that measure how fast and how well electrical signals travel along a nerve,Office ,P,354,G56.00
WS001,WS001_3,Carpal Tunnel Release or Decompression,Surgery to decompress or open up the carpal tunnel in the wrist,Outpatient,F,354,G56.00
WS001,WS001_4,Physical Therapy,An exercise program guided by a professional who understands the special needs of people with wrist problems,Physical Therapy,F,354,G56.00
WS001,WS001_5,Follow-up Office Visit,A checkup after your procedure,Office ,P,354,G56.00
WS002,WS002_1,Office Visit with Specialist for Evaluation,A visit with a specialist for a detailed evaluation and treatment of your symptoms,Office ,P,727.41,M67.439
WS002,WS002_2,Removal of Cyst from Wrist,Surgery to remove a ganglion cyst from the wrist,Outpatient,F,727.41,M67.439
WS002,WS002_3,Follow-up Office Visit,A checkup after your procedure,Office ,P,727.41,M67.439
XR001,XR001_1,X-ray Chest - 2 Views,Images of the structures in your chest made using a small dose of radiation,Radiology,F,,
XR002,XR002_1,X-ray Abdomen,An image of the structures in your upper belly made using a small dose of radiation,Radiology,F,,
XR008,XR008_1,X-ray Hip - 2 Views,Images of one hip joint made using a small dose of radiation ,Radiology,F,,
XR009,XR009_1,X-ray Fingers - 2 Views,Images of one or more fingers made using a small dose of radiation ,Radiology,F,,
XR010,XR010_1,"Bone Density Study - Hips, Pelvis, and Spine",An imaging test that uses a small dose of radiation to measure bone density in the lower spine and the hip,Radiology,F,,
XR011,XR011_1,Mammogram - Preventive Screening - Film,An x-ray of the breast with images on film to find cancer before it causes symptoms,Radiology,F,,
XR013,XR013_1,X-ray Ankle - 3 Views,Images of ankle made using a small dose of radiation ,Radiology,F,,
XR014,XR014_1,X-ray Chest - Single View,Images of chest made using a small dose of radiation ,Radiology,F,,
XR015,XR015_1,X-ray Foot - 3 Views,Images of foot made using a small dose of radiation ,Radiology,F,,
XR016,XR016_1,X-ray Hand - 3 Views,Images of hand made using a small dose of radiation,Radiology,F,,
XR019,XR019_1,X-ray Shoulder - 2 Views,Images of shoulder made using a small dose of radiation,Radiology,F,,
XR020,XR020_1,X-ray Wrist - 3 Views,Images of wrist made using a small dose of radiation,Radiology,F,,
XR021,XR021_1,Heart SPECT Imaging Studies,A test that uses a radioactive substance to create detailed images of blood flow to the heart muscle,Radiology,F,,
XR022,XR022_1,PET Scan with CT Scan,A test that uses a radioactive substance to create detailed images of how the organs are functioning,Radiology,F,,
XR023,XR023_1,X-ray Knee,Images of the knee made using a small dose of radiation,Radiology,F,,
XR024,XR024_1,X-ray Cervical Spine,Images of the neck made using a small dose of radiation,Radiology,F,,
XR025,XR025_1,X-ray Lumbar Spine,Images of the lower spine made using a small dose of radiation,Radiology,F,,
XR026,XR026_1,Mammogram - Preventive Screening - Digital,An x-ray of the breast with digital images to find cancer before it causes symptoms,Radiology,F,V76.12,Z12.31
XR027,XR027_1,Mammogram - Diagnostic - Digital,An x-ray of the breast with digital images to evaluate lumps or other symptoms,Radiology,F,611.72,N63
XR028,XR028_1,Mammogram - Diagnostic - Film,An x-ray of the breast with images on film to evaluate lumps or other symptoms,Radiology,F,611.72,N63
XR029,XR029_1,HIDA Scan,"A test to evaluate the biliary tract, including the common bile duct and gallbladder",Radiology,F,574.2,K80.20
XR030,XR030_1,Bone Length Studies,,Radiology,F,,
XR096,XR096_1,Imaging of Parathyroid Gland,Images of the parathyroid gland using a radioactive tracer and two sets of pictures,Radiology,F,784.2,R22.0
